plf;numero;annee;statut;montant;unite;montant_meur;chiffrage;montant_brut
2010;050103;2008;realisation;3;MEUR;3;chiffre;3
2009;050103;2009;prevision_plf;3;MEUR;3;chiffre;3
2010;050103;2009;prevision;3;MEUR;3;chiffre;3
2011;050103;2009;realisation;3;MEUR;3;chiffre;3
2010;050103;2010;prevision_plf;;MEUR;;nc;nc
2011;050103;2010;prevision;3;MEUR;3;chiffre;3
2012;050103;2010;realisation;3;MEUR;3;chiffre;3
2011;050103;2011;prevision_plf;;MEUR;;nc;nc
2012;050103;2011;prevision;3;MEUR;3;chiffre;3
2013;050103;2011;realisation;3;MEUR;3;chiffre;3
2012;050103;2012;prevision_plf;;MEUR;;nc;nc
2013;050103;2012;prevision;;MEUR;;sans_objet;-
2013;050103;2013;prevision_plf;;MEUR;;sans_objet;-
2007;050104;2005;realisation;4;MEUR;4;chiffre;4
2007;050104;2006;prevision;6;MEUR;6;chiffre;6
2008;050104;2006;realisation;6;MEUR;6;chiffre;6
2007;050104;2007;prevision_plf;6;MEUR;6;chiffre;6
2008;050104;2007;prevision;7;MEUR;7;chiffre;7
2009;050104;2007;realisation;6;MEUR;6;chiffre;6
2008;050104;2008;prevision_plf;7;MEUR;7;chiffre;7
2009;050104;2008;prevision;7;MEUR;7;chiffre;7
2010;050104;2008;realisation;7;MEUR;7;chiffre;7
2009;050104;2009;prevision_plf;8;MEUR;8;chiffre;8
2010;050104;2009;prevision;2;MEUR;2;chiffre;2
2011;050104;2009;realisation;2;MEUR;2;chiffre;2
2010;050104;2010;prevision_plf;;MEUR;;nc;nc
2011;050104;2010;prevision;3;MEUR;3;chiffre;3
2012;050104;2010;realisation;3;MEUR;3;chiffre;3
2011;050104;2011;prevision_plf;;MEUR;;nc;nc
2012;050104;2011;prevision;3;MEUR;3;chiffre;3
2013;050104;2011;realisation;3;MEUR;3;chiffre;3
2012;050104;2012;prevision_plf;;MEUR;;nc;nc
2013;050104;2012;prevision;;MEUR;;sans_objet;-
2013;050104;2013;prevision_plf;;MEUR;;sans_objet;-
2007;050105;2005;realisation;2;MEUR;2;chiffre;2
2007;050105;2006;prevision;2;MEUR;2;chiffre;2
2008;050105;2006;realisation;2;MEUR;2;chiffre;2
2007;050105;2007;prevision_plf;2;MEUR;2;chiffre;2
2008;050105;2007;prevision;1;MEUR;1;chiffre;1
2009;050105;2007;realisation;1;MEUR;1;chiffre;1
2008;050105;2008;prevision_plf;1;MEUR;1;chiffre;1
2009;050105;2008;prevision;1;MEUR;1;chiffre;1
2010;050105;2008;realisation;1;MEUR;1;chiffre;1
2009;050105;2009;prevision_plf;1;MEUR;1;chiffre;1
2010;050105;2009;prevision;0;MEUR;0;epsilon;ε
2011;050105;2009;realisation;0;MEUR;0;epsilon;ε
2010;050105;2010;prevision_plf;;MEUR;;sans_objet;-
2011;050105;2010;prevision;;MEUR;;sans_objet;-
2011;050105;2011;prevision_plf;;MEUR;;sans_objet;-
2007;050106;2005;realisation;94;MEUR;94;chiffre;94
2007;050106;2006;prevision;95;MEUR;95;chiffre;95
2008;050106;2006;realisation;95;MEUR;95;chiffre;95
2007;050106;2007;prevision_plf;101;MEUR;101;chiffre;101
2008;050106;2007;prevision;95;MEUR;95;chiffre;95
2009;050106;2007;realisation;95;MEUR;95;chiffre;95
2008;050106;2008;prevision_plf;96;MEUR;96;chiffre;96
2009;050106;2008;prevision;92;MEUR;92;chiffre;92
2010;050106;2008;realisation;92;MEUR;92;chiffre;92
2009;050106;2009;prevision_plf;94;MEUR;94;chiffre;94
2010;050106;2009;prevision;81;MEUR;81;chiffre;81
2011;050106;2009;realisation;81;MEUR;81;chiffre;81
2010;050106;2010;prevision_plf;;MEUR;;nc;nc
2011;050106;2010;prevision;78;MEUR;78;chiffre;78
2012;050106;2010;realisation;78;MEUR;78;chiffre;78
2011;050106;2011;prevision_plf;;MEUR;;nc;nc
2012;050106;2011;prevision;113;MEUR;113;chiffre;113
2013;050106;2011;realisation;113;MEUR;113;chiffre;113
2012;050106;2012;prevision_plf;;MEUR;;nc;nc
2013;050106;2012;prevision;103;MEUR;103;chiffre;103
2014;050106;2012;realisation;103;MEUR;103;chiffre;103
2013;050106;2013;prevision_plf;;MEUR;;nc;nc
2014;050106;2013;prevision;89;MEUR;89;chiffre;89
2015;050106;2013;realisation;89;MEUR;89;chiffre;89
2014;050106;2014;prevision_plf;;MEUR;;sans_objet;-
2015;050106;2014;prevision;71;MEUR;71;chiffre;71
2016;050106;2014;realisation;71;MEUR;71;chiffre;71
2015;050106;2015;prevision_plf;;MEUR;;sans_objet;-
2016;050106;2015;prevision;47;MEUR;47;chiffre;47
2017;050106;2015;realisation;47;MEUR;47;chiffre;47
2016;050106;2016;prevision_plf;;MEUR;;nc;nc
2017;050106;2016;prevision;66;MEUR;66;chiffre;66
2018;050106;2016;realisation;105;MEUR;105;chiffre;105
2017;050106;2017;prevision_plf;;MEUR;;nc;nc
2018;050106;2017;prevision;67;MEUR;67;chiffre;67
2019;050106;2017;realisation;67;MEUR;67;chiffre;67
2018;050106;2018;prevision_plf;;MEUR;;nc;nc
2019;050106;2018;prevision;67;MEUR;67;chiffre;67
2020;050106;2018;realisation;67;MEUR;67;chiffre;67
2019;050106;2019;prevision_plf;;MEUR;;nc;nc
2020;050106;2019;prevision;68;MEUR;68;chiffre;68
2021;050106;2019;realisation;68;MEUR;68;chiffre;68
2020;050106;2020;prevision_plf;68;MEUR;68;chiffre;68
2021;050106;2020;prevision;67;MEUR;67;chiffre;67
2022;050106;2020;realisation;67;MEUR;67;chiffre;67
2021;050106;2021;prevision_plf;;MEUR;;sans_objet;-
2022;050106;2021;prevision;66;MEUR;66;chiffre;66
2023;050106;2021;realisation;66;MEUR;66;chiffre;66
2022;050106;2022;prevision_plf;66;MEUR;66;chiffre;66
2023;050106;2022;prevision;111;MEUR;111;chiffre;111
2024;050106;2022;realisation;111;MEUR;111;chiffre;111
2023;050106;2023;prevision_plf;111;MEUR;111;chiffre;111
2024;050106;2023;prevision;121;MEUR;121;chiffre;121
2025;050106;2023;realisation;121;MEUR;121;chiffre;121
2024;050106;2024;prevision_plf;121;MEUR;121;chiffre;121
2025;050106;2024;prevision;126;MEUR;126;chiffre;126
2025;050106;2025;prevision_plf;126;MEUR;126;chiffre;126
2007;050107;2005;realisation;0;MEUR;0;chiffre;0
2007;050107;2006;prevision;0;MEUR;0;epsilon;ε
2008;050107;2006;realisation;0;MEUR;0;epsilon;ε
2007;050107;2007;prevision_plf;0;MEUR;0;epsilon;ε
2008;050107;2007;prevision;0;MEUR;0;epsilon;ε
2009;050107;2007;realisation;0;MEUR;0;chiffre;0
2008;050107;2008;prevision_plf;0;MEUR;0;epsilon;ε
2009;050107;2008;prevision;0;MEUR;0;chiffre;0
2010;050107;2008;realisation;0;MEUR;0;chiffre;0
2009;050107;2009;prevision_plf;0;MEUR;0;chiffre;0
2010;050107;2009;prevision;0;MEUR;0;chiffre;0
2011;050107;2009;realisation;0;MEUR;0;chiffre;0
2010;050107;2010;prevision_plf;;MEUR;;nc;nc
2011;050107;2010;prevision;0;MEUR;0;chiffre;0
2012;050107;2010;realisation;0;MEUR;0;chiffre;0
2011;050107;2011;prevision_plf;;MEUR;;nc;nc
2012;050107;2011;prevision;0;MEUR;0;chiffre;0
2013;050107;2011;realisation;0;MEUR;0;chiffre;0
2012;050107;2012;prevision_plf;0;MEUR;0;chiffre;0
2013;050107;2012;prevision;0;MEUR;0;chiffre;0
2014;050107;2012;realisation;0;MEUR;0;chiffre;0
2013;050107;2013;prevision_plf;0;MEUR;0;chiffre;0
2014;050107;2013;prevision;0;MEUR;0;chiffre;0
2015;050107;2013;realisation;0;MEUR;0;chiffre;0
2014;050107;2014;prevision_plf;0;MEUR;0;chiffre;0
2015;050107;2014;prevision;0;MEUR;0;chiffre;0
2016;050107;2014;realisation;0;MEUR;0;chiffre;0
2015;050107;2015;prevision_plf;0;MEUR;0;chiffre;0
2016;050107;2015;prevision;0;MEUR;0;chiffre;0
2017;050107;2015;realisation;0;MEUR;0;chiffre;0
2016;050107;2016;prevision_plf;0;MEUR;0;chiffre;0
2017;050107;2016;prevision;0;MEUR;0;chiffre;0
2018;050107;2016;realisation;0;MEUR;0;chiffre;0
2017;050107;2017;prevision_plf;0;MEUR;0;chiffre;0
2018;050107;2017;prevision;0;MEUR;0;chiffre;0
2019;050107;2017;realisation;0;MEUR;0;chiffre;0
2018;050107;2018;prevision_plf;0;MEUR;0;chiffre;0
2019;050107;2018;prevision;0;MEUR;0;chiffre;0
2020;050107;2018;realisation;;MEUR;;absent;
2019;050107;2019;prevision_plf;0;MEUR;0;chiffre;0
2020;050107;2019;prevision;;MEUR;;absent;
2021;050107;2019;realisation;0;MEUR;0;epsilon;ε
2020;050107;2020;prevision_plf;;MEUR;;absent;
2021;050107;2020;prevision;0;MEUR;0;epsilon;ε
2022;050107;2020;realisation;0;MEUR;0;epsilon;ε
2021;050107;2021;prevision_plf;0;MEUR;0;epsilon;ε
2022;050107;2021;prevision;0;MEUR;0;epsilon;ε
2023;050107;2021;realisation;0;MEUR;0;epsilon;ε
2022;050107;2022;prevision_plf;0;MEUR;0;epsilon;ε
2023;050107;2022;prevision;0;MEUR;0;epsilon;ε
2024;050107;2022;realisation;0;MEUR;0;epsilon;ε
2023;050107;2023;prevision_plf;0;MEUR;0;epsilon;ε
2024;050107;2023;prevision;0;MEUR;0;epsilon;ε
2025;050107;2023;realisation;0;MEUR;0;epsilon;ε
2024;050107;2024;prevision_plf;0;MEUR;0;epsilon;ε
2025;050107;2024;prevision;0;MEUR;0;epsilon;ε
2025;050107;2025;prevision_plf;0;MEUR;0;epsilon;ε
2007;050108;2005;realisation;;MEUR;;absent;
2007;050108;2006;prevision;;MEUR;;absent;
2008;050108;2006;realisation;0;MEUR;0;epsilon;ε
2007;050108;2007;prevision_plf;;MEUR;;nc;nc
2008;050108;2007;prevision;0;MEUR;0;epsilon;ε
2009;050108;2007;realisation;0;MEUR;0;epsilon;ε
2008;050108;2008;prevision_plf;0;MEUR;0;epsilon;ε
2009;050108;2008;prevision;5;MEUR;5;chiffre;5
2010;050108;2008;realisation;5;MEUR;5;chiffre;5
2009;050108;2009;prevision_plf;5;MEUR;5;chiffre;5
2010;050108;2009;prevision;4;MEUR;4;chiffre;4
2011;050108;2009;realisation;4;MEUR;4;chiffre;4
2010;050108;2010;prevision_plf;;MEUR;;nc;nc
2011;050108;2010;prevision;3;MEUR;3;chiffre;3
2012;050108;2010;realisation;3;MEUR;3;chiffre;3
2011;050108;2011;prevision_plf;;MEUR;;nc;nc
2012;050108;2011;prevision;1;MEUR;1;chiffre;1
2013;050108;2011;realisation;1;MEUR;1;chiffre;1
2012;050108;2012;prevision_plf;;MEUR;;nc;nc
2013;050108;2012;prevision;5;MEUR;5;chiffre;5
2014;050108;2012;realisation;5;MEUR;5;chiffre;5
2013;050108;2013;prevision_plf;;MEUR;;nc;nc
2014;050108;2013;prevision;4;MEUR;4;chiffre;4
2015;050108;2013;realisation;4;MEUR;4;chiffre;4
2014;050108;2014;prevision_plf;;MEUR;;nc;nc
2015;050108;2014;prevision;3;MEUR;3;chiffre;3
2016;050108;2014;realisation;3;MEUR;3;chiffre;3
2015;050108;2015;prevision_plf;;MEUR;;nc;nc
2016;050108;2015;prevision;2;MEUR;2;chiffre;2
2017;050108;2015;realisation;2;MEUR;2;chiffre;2
2016;050108;2016;prevision_plf;;MEUR;;nc;nc
2017;050108;2016;prevision;2;MEUR;2;chiffre;2
2018;050108;2016;realisation;1;MEUR;1;chiffre;1
2017;050108;2017;prevision_plf;;MEUR;;nc;nc
2018;050108;2017;prevision;0;MEUR;0;chiffre;0
2019;050108;2017;realisation;0;MEUR;0;chiffre;0
2018;050108;2018;prevision_plf;;MEUR;;nc;nc
2019;050108;2018;prevision;0;MEUR;0;chiffre;0
2020;050108;2018;realisation;;MEUR;;absent;
2019;050108;2019;prevision_plf;;MEUR;;nc;nc
2020;050108;2019;prevision;;MEUR;;absent;
2021;050108;2019;realisation;0;MEUR;0;chiffre;0
2020;050108;2020;prevision_plf;;MEUR;;sans_objet;-
2021;050108;2020;prevision;;MEUR;;sans_objet;-
2021;050108;2021;prevision_plf;;MEUR;;sans_objet;-
2010;050109;2008;realisation;;MEUR;;sans_objet;-
2010;050109;2009;prevision;70;MEUR;70;chiffre;70
2011;050109;2009;realisation;70;MEUR;70;chiffre;70
2010;050109;2010;prevision_plf;70;MEUR;70;chiffre;70
2011;050109;2010;prevision;70;MEUR;70;chiffre;70
2012;050109;2010;realisation;;MEUR;;sans_objet;-
2011;050109;2011;prevision_plf;70;MEUR;70;chiffre;70
2012;050109;2011;prevision;3;MEUR;3;chiffre;3
2013;050109;2011;realisation;3;MEUR;3;chiffre;3
2012;050109;2012;prevision_plf;3;MEUR;3;chiffre;3
2013;050109;2012;prevision;8;MEUR;8;chiffre;8
2014;050109;2012;realisation;7;MEUR;7;chiffre;7
2013;050109;2013;prevision_plf;8;MEUR;8;chiffre;8
2014;050109;2013;prevision;8;MEUR;8;chiffre;8
2015;050109;2013;realisation;8;MEUR;8;chiffre;8
2014;050109;2014;prevision_plf;8;MEUR;8;chiffre;8
2015;050109;2014;prevision;9;MEUR;9;chiffre;9
2016;050109;2014;realisation;9;MEUR;9;chiffre;9
2015;050109;2015;prevision_plf;9;MEUR;9;chiffre;9
2016;050109;2015;prevision;9;MEUR;9;chiffre;9
2017;050109;2015;realisation;9;MEUR;9;chiffre;9
2016;050109;2016;prevision_plf;9;MEUR;9;chiffre;9
2017;050109;2016;prevision;8;MEUR;8;chiffre;8
2018;050109;2016;realisation;8;MEUR;8;chiffre;8
2017;050109;2017;prevision_plf;8;MEUR;8;chiffre;8
2018;050109;2017;prevision;8;MEUR;8;chiffre;8
2019;050109;2017;realisation;8;MEUR;8;chiffre;8
2018;050109;2018;prevision_plf;9;MEUR;9;chiffre;9
2019;050109;2018;prevision;10;MEUR;10;chiffre;10
2020;050109;2018;realisation;10;MEUR;10;chiffre;10
2019;050109;2019;prevision_plf;10;MEUR;10;chiffre;10
2020;050109;2019;prevision;10;MEUR;10;chiffre;10
2021;050109;2019;realisation;10;MEUR;10;chiffre;10
2020;050109;2020;prevision_plf;10;MEUR;10;chiffre;10
2021;050109;2020;prevision;14;MEUR;14;chiffre;14
2022;050109;2020;realisation;14;MEUR;14;chiffre;14
2021;050109;2021;prevision_plf;14;MEUR;14;chiffre;14
2022;050109;2021;prevision;11;MEUR;11;chiffre;11
2023;050109;2021;realisation;11;MEUR;11;chiffre;11
2022;050109;2022;prevision_plf;11;MEUR;11;chiffre;11
2023;050109;2022;prevision;12;MEUR;12;chiffre;12
2024;050109;2022;realisation;12;MEUR;12;chiffre;12
2023;050109;2023;prevision_plf;12;MEUR;12;chiffre;12
2024;050109;2023;prevision;13;MEUR;13;chiffre;13
2025;050109;2023;realisation;13;MEUR;13;chiffre;13
2024;050109;2024;prevision_plf;13;MEUR;13;chiffre;13
2025;050109;2024;prevision;13;MEUR;13;chiffre;13
2025;050109;2025;prevision_plf;13;MEUR;13;chiffre;13
2016;050110;2014;realisation;;MEUR;;sans_objet;-
2016;050110;2015;prevision;0;MEUR;0;epsilon;ε
2017;050110;2015;realisation;0;MEUR;0;chiffre;0
2016;050110;2016;prevision_plf;1;MEUR;1;chiffre;1
2017;050110;2016;prevision;6;MEUR;6;chiffre;6
2018;050110;2016;realisation;6;MEUR;6;chiffre;6
2017;050110;2017;prevision_plf;;MEUR;;nc;nc
2018;050110;2017;prevision;3;MEUR;3;chiffre;3
2019;050110;2017;realisation;3;MEUR;3;chiffre;3
2018;050110;2018;prevision_plf;;MEUR;;nc;nc
2019;050110;2018;prevision;3;MEUR;3;chiffre;3
2020;050110;2018;realisation;3;MEUR;3;chiffre;3
2019;050110;2019;prevision_plf;;MEUR;;nc;nc
2020;050110;2019;prevision;4;MEUR;4;chiffre;4
2021;050110;2019;realisation;4;MEUR;4;chiffre;4
2020;050110;2020;prevision_plf;4;MEUR;4;chiffre;4
2021;050110;2020;prevision;1;MEUR;1;chiffre;1
2022;050110;2020;realisation;1;MEUR;1;chiffre;1
2021;050110;2021;prevision_plf;1;MEUR;1;chiffre;1
2022;050110;2021;prevision;1;MEUR;1;chiffre;1
2023;050110;2021;realisation;1;MEUR;1;chiffre;1
2022;050110;2022;prevision_plf;1;MEUR;1;chiffre;1
2023;050110;2022;prevision;1;MEUR;1;chiffre;1
2024;050110;2022;realisation;1;MEUR;1;chiffre;1
2023;050110;2023;prevision_plf;1;MEUR;1;chiffre;1
2024;050110;2023;prevision;0;MEUR;0;epsilon;ε
2025;050110;2023;realisation;0;MEUR;0;epsilon;ε
2024;050110;2024;prevision_plf;0;MEUR;0;epsilon;ε
2025;050110;2024;prevision;0;MEUR;0;epsilon;ε
2025;050110;2025;prevision_plf;0;MEUR;0;epsilon;ε
2019;050111;2017;realisation;;MEUR;;sans_objet;-
2019;050111;2018;prevision;;MEUR;;sans_objet;-
2020;050111;2018;realisation;;MEUR;;sans_objet;-
2019;050111;2019;prevision_plf;;MEUR;;nc;nc
2020;050111;2019;prevision;0;MEUR;0;epsilon;ε
2021;050111;2019;realisation;0;MEUR;0;epsilon;ε
2020;050111;2020;prevision_plf;0;MEUR;0;epsilon;ε
2021;050111;2020;prevision;0;MEUR;0;epsilon;ε
2022;050111;2020;realisation;0;MEUR;0;epsilon;ε
2021;050111;2021;prevision_plf;0;MEUR;0;epsilon;ε
2022;050111;2021;prevision;0;MEUR;0;epsilon;ε
2023;050111;2021;realisation;0;MEUR;0;epsilon;ε
2022;050111;2022;prevision_plf;0;MEUR;0;epsilon;ε
2023;050111;2022;prevision;0;MEUR;0;epsilon;ε
2024;050111;2022;realisation;0;MEUR;0;epsilon;ε
2023;050111;2023;prevision_plf;0;MEUR;0;epsilon;ε
2024;050111;2023;prevision;0;MEUR;0;epsilon;ε
2025;050111;2023;realisation;0;MEUR;0;epsilon;ε
2024;050111;2024;prevision_plf;0;MEUR;0;epsilon;ε
2025;050111;2024;prevision;0;MEUR;0;epsilon;ε
2025;050111;2025;prevision_plf;0;MEUR;0;epsilon;ε
2020;050112;2018;realisation;;MEUR;;sans_objet;-
2020;050112;2019;prevision;;MEUR;;sans_objet;-
2021;050112;2019;realisation;;MEUR;;sans_objet;-
2020;050112;2020;prevision_plf;0;MEUR;0;epsilon;ε
2021;050112;2020;prevision;0;MEUR;0;epsilon;ε
2022;050112;2020;realisation;0;MEUR;0;epsilon;ε
2021;050112;2021;prevision_plf;0;MEUR;0;epsilon;ε
2022;050112;2021;prevision;0;MEUR;0;epsilon;ε
2023;050112;2021;realisation;0;MEUR;0;epsilon;ε
2022;050112;2022;prevision_plf;0;MEUR;0;epsilon;ε
2023;050112;2022;prevision;0;MEUR;0;epsilon;ε
2024;050112;2022;realisation;0;MEUR;0;epsilon;ε
2023;050112;2023;prevision_plf;0;MEUR;0;epsilon;ε
2024;050112;2023;prevision;0;MEUR;0;epsilon;ε
2025;050112;2023;realisation;0;MEUR;0;chiffre;0
2024;050112;2024;prevision_plf;0;MEUR;0;epsilon;ε
2025;050112;2024;prevision;0;MEUR;0;chiffre;0
2025;050112;2025;prevision_plf;0;MEUR;0;chiffre;0
2021;050113;2019;realisation;;MEUR;;sans_objet;-
2021;050113;2020;prevision;;MEUR;;sans_objet;-
2022;050113;2020;realisation;;MEUR;;sans_objet;-
2021;050113;2021;prevision_plf;;MEUR;;nc;nc
2022;050113;2021;prevision;0;MEUR;0;epsilon;ε
2023;050113;2021;realisation;0;MEUR;0;epsilon;ε
2022;050113;2022;prevision_plf;0;MEUR;0;epsilon;ε
2023;050113;2022;prevision;0;MEUR;0;epsilon;ε
2024;050113;2022;realisation;0;MEUR;0;epsilon;ε
2023;050113;2023;prevision_plf;0;MEUR;0;epsilon;ε
2024;050113;2023;prevision;0;MEUR;0;epsilon;ε
2025;050113;2023;realisation;0;MEUR;0;epsilon;ε
2024;050113;2024;prevision_plf;0;MEUR;0;epsilon;ε
2025;050113;2024;prevision;0;MEUR;0;epsilon;ε
2025;050113;2025;prevision_plf;0;MEUR;0;epsilon;ε
2007;050201;2005;realisation;55;MEUR;55;chiffre;55
2007;050201;2006;prevision;60;MEUR;60;chiffre;60
2008;050201;2006;realisation;52;MEUR;52;chiffre;52
2007;050201;2007;prevision_plf;65;MEUR;65;chiffre;65
2008;050201;2007;prevision;55;MEUR;55;chiffre;55
2009;050201;2007;realisation;76;MEUR;76;chiffre;76
2008;050201;2008;prevision_plf;57;MEUR;57;chiffre;57
2009;050201;2008;prevision;79;MEUR;79;chiffre;79
2010;050201;2008;realisation;69;MEUR;69;chiffre;69
2009;050201;2009;prevision_plf;84;MEUR;84;chiffre;84
2010;050201;2009;prevision;69;MEUR;69;chiffre;69
2011;050201;2009;realisation;70;MEUR;70;chiffre;70
2010;050201;2010;prevision_plf;70;MEUR;70;chiffre;70
2011;050201;2010;prevision;70;MEUR;70;chiffre;70
2012;050201;2010;realisation;70;MEUR;70;chiffre;70
2011;050201;2011;prevision_plf;70;MEUR;70;chiffre;70
2012;050201;2011;prevision;70;MEUR;70;chiffre;70
2013;050201;2011;realisation;70;MEUR;70;chiffre;70
2012;050201;2012;prevision_plf;70;MEUR;70;chiffre;70
2013;050201;2012;prevision;70;MEUR;70;chiffre;70
2014;050201;2012;realisation;70;MEUR;70;chiffre;70
2013;050201;2013;prevision_plf;70;MEUR;70;chiffre;70
2014;050201;2013;prevision;70;MEUR;70;chiffre;70
2015;050201;2013;realisation;70;MEUR;70;chiffre;70
2014;050201;2014;prevision_plf;70;MEUR;70;chiffre;70
2015;050201;2014;prevision;70;MEUR;70;chiffre;70
2016;050201;2014;realisation;70;MEUR;70;chiffre;70
2015;050201;2015;prevision_plf;70;MEUR;70;chiffre;70
2016;050201;2015;prevision;70;MEUR;70;chiffre;70
2017;050201;2015;realisation;53;MEUR;53;chiffre;53
2016;050201;2016;prevision_plf;70;MEUR;70;chiffre;70
2017;050201;2016;prevision;55;MEUR;55;chiffre;55
2018;050201;2016;realisation;116;MEUR;116;chiffre;116
2017;050201;2017;prevision_plf;58;MEUR;58;chiffre;58
2018;050201;2017;prevision;118;MEUR;118;chiffre;118
2019;050201;2017;realisation;46;MEUR;46;chiffre;46
2018;050201;2018;prevision_plf;121;MEUR;121;chiffre;121
2019;050201;2018;prevision;47;MEUR;47;chiffre;47
2020;050201;2018;realisation;38;MEUR;38;chiffre;38
2019;050201;2019;prevision_plf;48;MEUR;48;chiffre;48
2020;050201;2019;prevision;39;MEUR;39;chiffre;39
2021;050201;2019;realisation;39;MEUR;39;chiffre;39
2020;050201;2020;prevision_plf;40;MEUR;40;chiffre;40
2021;050201;2020;prevision;40;MEUR;40;chiffre;40
2022;050201;2020;realisation;41;MEUR;41;chiffre;41
2021;050201;2021;prevision_plf;41;MEUR;41;chiffre;41
2022;050201;2021;prevision;42;MEUR;42;chiffre;42
2023;050201;2021;realisation;37;MEUR;37;chiffre;37
2022;050201;2022;prevision_plf;42;MEUR;42;chiffre;42
2023;050201;2022;prevision;39;MEUR;39;chiffre;39
2024;050201;2022;realisation;34;MEUR;34;chiffre;34
2023;050201;2023;prevision_plf;39;MEUR;39;chiffre;39
2024;050201;2023;prevision;35;MEUR;35;chiffre;35
2025;050201;2023;realisation;34;MEUR;34;chiffre;34
2024;050201;2024;prevision_plf;35;MEUR;35;chiffre;35
2025;050201;2024;prevision;35;MEUR;35;chiffre;35
2025;050201;2025;prevision_plf;35;MEUR;35;chiffre;35
2007;050202;2005;realisation;;MEUR;;nc;nc
2007;050202;2006;prevision;;MEUR;;nc;nc
2008;050202;2006;realisation;;MEUR;;nc;nc
2007;050202;2007;prevision_plf;;MEUR;;nc;nc
2008;050202;2007;prevision;;MEUR;;nc;nc
2009;050202;2007;realisation;;MEUR;;nc;nc
2008;050202;2008;prevision_plf;;MEUR;;nc;nc
2009;050202;2008;prevision;;MEUR;;nc;nc
2010;050202;2008;realisation;;MEUR;;nc;nc
2009;050202;2009;prevision_plf;;MEUR;;nc;nc
2010;050202;2009;prevision;;MEUR;;nc;nc
2011;050202;2009;realisation;;MEUR;;nc;nc
2010;050202;2010;prevision_plf;;MEUR;;nc;nc
2011;050202;2010;prevision;;MEUR;;nc;nc
2012;050202;2010;realisation;;MEUR;;nc;nc
2011;050202;2011;prevision_plf;;MEUR;;nc;nc
2012;050202;2011;prevision;;MEUR;;nc;nc
2013;050202;2011;realisation;;MEUR;;nc;nc
2012;050202;2012;prevision_plf;;MEUR;;nc;nc
2013;050202;2012;prevision;;MEUR;;nc;nc
2014;050202;2012;realisation;;MEUR;;nc;nc
2013;050202;2013;prevision_plf;;MEUR;;nc;nc
2014;050202;2013;prevision;;MEUR;;nc;nc
2015;050202;2013;realisation;;MEUR;;nc;nc
2014;050202;2014;prevision_plf;;MEUR;;nc;nc
2015;050202;2014;prevision;;MEUR;;nc;nc
2016;050202;2014;realisation;29;MEUR;29;chiffre;29
2015;050202;2015;prevision_plf;;MEUR;;nc;nc
2016;050202;2015;prevision;;MEUR;;nc;nc
2017;050202;2015;realisation;42;MEUR;42;chiffre;42
2016;050202;2016;prevision_plf;;MEUR;;nc;nc
2017;050202;2016;prevision;;MEUR;;nc;nc
2018;050202;2016;realisation;42;MEUR;42;chiffre;42
2017;050202;2017;prevision_plf;;MEUR;;nc;nc
2018;050202;2017;prevision;;MEUR;;nc;nc
2019;050202;2017;realisation;62;MEUR;62;chiffre;62
2018;050202;2018;prevision_plf;;MEUR;;nc;nc
2019;050202;2018;prevision;;MEUR;;nc;nc
2020;050202;2018;realisation;90;MEUR;90;chiffre;90
2019;050202;2019;prevision_plf;;MEUR;;nc;nc
2020;050202;2019;prevision;;MEUR;;nc;nc
2021;050202;2019;realisation;117;MEUR;117;chiffre;117
2020;050202;2020;prevision_plf;;MEUR;;nc;nc
2021;050202;2020;prevision;;MEUR;;nc;nc
2022;050202;2020;realisation;131;MEUR;131;chiffre;131
2021;050202;2021;prevision_plf;;MEUR;;nc;nc
2022;050202;2021;prevision;;MEUR;;nc;nc
2023;050202;2021;realisation;149;MEUR;149;chiffre;149
2022;050202;2022;prevision_plf;;MEUR;;nc;nc
2023;050202;2022;prevision;;MEUR;;nc;nc
2024;050202;2022;realisation;143;MEUR;143;chiffre;143
2023;050202;2023;prevision_plf;;MEUR;;nc;nc
2024;050202;2023;prevision;;MEUR;;nc;nc
2025;050202;2023;realisation;196;MEUR;196;chiffre;196
2024;050202;2024;prevision_plf;;MEUR;;nc;nc
2025;050202;2024;prevision;;MEUR;;nc;nc
2025;050202;2025;prevision_plf;;MEUR;;nc;nc
2007;050203;2005;realisation;;MEUR;;nc;nc
2007;050203;2006;prevision;;MEUR;;nc;nc
2008;050203;2006;realisation;;MEUR;;nc;nc
2007;050203;2007;prevision_plf;;MEUR;;nc;nc
2008;050203;2007;prevision;;MEUR;;nc;nc
2009;050203;2007;realisation;;MEUR;;nc;nc
2008;050203;2008;prevision_plf;;MEUR;;nc;nc
2009;050203;2008;prevision;;MEUR;;nc;nc
